INSTNM,STABBR,HBCU,PBI,ANNHI,TRIBAL,AANAPII,HSI,NANTI,UGDS,COSTT4_A,COSTT4_P,TUITIONFEE_IN,TUITIONFEE_OUT,LO_INC_DEBT_MDN,MD_INC_DEBT_MDN,HI_INC_DEBT_MDN,DEBT_MDN,MN_EARN_WNE_P10,MD_EARN_WNE_P10,MD_EARN_WNE_1YR,MD_EARN_WNE_5YR,FTFTPCTPELL,FTFTPCTFLOAN,ROOMBOARD_ON,OTHEREXPENSE_ON,OTHEREXPENSE_FAM,CONTROL,CONTROL_PEPS,GRAD_DEBT_MDN10YR_SUPP
San Francisco Institute of Esthetics & Cosmetology Inc,CA,0,0,0,0,0,0,0,213,NA,24089,NA,NA,6333,6333,5500,6333,PS,32926,18541,28415,0.4667,0.6,NA,NA,NA,3,Proprietary,67.14033979
Laurus College,CA,0,0,0,0,0,0,0,641,NA,18933,NA,NA,17500,19000,12834,18334,PS,30896,33024,36525,0.1383,0.6489,NA,NA,NA,3,Proprietary,343.6635488
Healing Hands School of Holistic Health,CA,0,0,0,0,0,0,0,254,NA,49909,NA,NA,6320,PS,PS,5700,PS,24366,15704,13803,0.5854,0.5854,NA,NA,NA,3,Proprietary,67.14033979
Career Development Institute Inc,CA,0,0,0,0,0,0,0,176,NA,28525,NA,NA,11008,PS,PS,12873,NA,62209,54900,60543,0.4516,0.4839,NA,NA,NA,3,Proprietary,178.8818812
Auguste Escoffier School of Culinary Arts-Boulder,CO,0,0,0,0,0,0,0,8894,NA,15124,NA,NA,7307,8782,9236,7619,NA,32001,26209,33458,0.4123,0.4713,NA,NA,NA,3,Proprietary,102.3378652
Aspen University,AZ,0,0,0,0,0,0,0,4067,17556,NA,5355,5355,7752,7532,8443,7802,NA,NA,78528,68807,0.5897,0.703,NA,NA,9872,3,Proprietary,167.0398222
Institute of Taoist Education and Acupuncture,CO,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,PS,PS,PS,PS,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Private Nonprofit,PS
Denver College of Nursing,CO,0,0,0,0,0,0,0,1034,NA,NA,NA,NA,27122,19513,18013,21110,PS,81809,76482,80714,NA,NA,NA,NA,NA,3,Proprietary,280.944103
Cambridge College of Healthcare & Technology,FL,0,0,0,0,0,0,0,939,22002,NA,14908,14908,10341,13500,18110,11125,PS,47792,38629,49595,0.6327,0.551,NA,NA,1300,3,Proprietary,278.293687
Cozmo Beauty School,FL,0,0,0,0,0,0,0,42,NA,27047,NA,NA,7666,PS,PS,7666,PS,24319,25506,28541,0.3889,0.6111,NA,NA,NA,3,Proprietary,85.68265059
Celebrity School of Beauty,FL,0,0,0,0,0,0,0,913,NA,9488,NA,NA,6232,PS,PS,6232,PS,15626,13627,15868,0.7881,0.7542,NA,NA,NA,3,Proprietary,67.14033979
Paul Mitchell the School-Atlanta,GA,0,0,0,0,0,0,0,319,NA,27949,NA,NA,7500,5871,8583,6844,PS,21775,14524,19503,0.7586,0.7586,NA,NA,NA,3,Proprietary,132.5208033
Evans Hairstyling College-Rexburg,ID,0,0,0,0,0,0,0,78,NA,12628,NA,NA,PS,PS,PS,6600,PS,16984,15177,13731,0.3607,0.2131,NA,NA,NA,3,Proprietary,PS
Paul Mitchell the School-Rexburg,ID,0,0,0,0,0,0,0,238,NA,22529,NA,NA,9500,7640,10404,8750,PS,26774,18468,22374,0.5926,0.6914,NA,NA,NA,3,Proprietary,100.7158105
University of Aesthetics & Cosmetology,IL,0,0,0,0,0,0,0,42,NA,20655,NA,NA,PS,PS,PS,7917,PS,28955,25015,35372,0.6176,0.5882,NA,NA,NA,3,Proprietary,83.93337599
The University of Aesthetics & Cosmetology,IL,0,0,0,0,0,0,0,61,NA,20211,NA,NA,7917,PS,PS,6392,PS,NA,17781,NA,0.5,0.6538,NA,NA,NA,3,Proprietary,83.93337599
Tricoci University of Beauty Culture-Chicago NW,IL,0,0,0,0,0,0,0,205,NA,NA,NA,NA,7307,7307,7307,7307,PS,28554,14775,26870,0,0,NA,NA,NA,3,Proprietary,77.46636079
Tricoci University of Beauty Culture-Glendale Heights,IL,0,0,0,0,0,0,0,145,NA,NA,NA,NA,7307,7307,4230,7307,PS,27330,13636,30122,1,1,NA,NA,NA,3,Proprietary,77.46636079
Tricoci University of Beauty Culture-Peoria,IL,0,0,0,0,0,0,0,121,NA,NA,NA,NA,7307,5923,4230,7307,PS,26236,18113,20475,0.5,1,NA,NA,NA,3,Proprietary,77.46636079
Tricoci University of Beauty Culture-Rockford,IL,0,0,0,0,0,0,0,166,NA,24521,NA,NA,7307,7307,4230,7307,PS,25109,14785,21448,0.9231,0.9231,NA,NA,NA,3,Proprietary,77.46636079
Omega Studios' School of Applied Recording Arts & Sciences,MD,0,0,0,0,0,0,0,86,NA,NA,NA,NA,5500,5500,4656,5500,NA,46719,11927,25718,NA,NA,NA,NA,NA,3,Proprietary,58.30915346
French Academy of Cosmetology,MI,0,0,0,0,0,0,0,55,NA,27554,NA,NA,4223,PS,PS,4223,PS,22797,13490,20282,0.1429,0.5714,NA,NA,NA,3,Proprietary,44.77082819
Healing Arts Center,MO,0,0,0,0,0,0,0,108,NA,NA,NA,NA,6333,PS,PS,6333,PS,36447,23242,27480,NA,NA,NA,NA,NA,3,Proprietary,67.47959305
Paul Mitchell the School-Springfield,MO,0,0,0,0,0,0,0,239,NA,22176,NA,NA,7917,5117,4584,6243,PS,25931,20264,19678,0.4167,0.3333,NA,NA,NA,3,Proprietary,83.93337599
Urshan Graduate School of Theology,MO,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,PS,PS,PS,PS,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Private Nonprofit,PS
Mississippi Institute of Aesthetics Nails & Cosmetology,MS,0,0,0,0,0,0,0,79,NA,15140,NA,NA,3604,PS,PS,3604,PS,28148,15991,22310,0.3333,0.3333,NA,NA,NA,3,Proprietary,PS
College of Western Idaho,ID,0,0,0,0,0,0,0,5826,12640,NA,3336,7344,5250,4862,3799,4823,NA,NA,35936,43926,0.4286,0.5689,NA,NA,3372,1,Public,103.0481767
Aveda Institute-Chapel Hill,NC,0,0,0,0,0,0,0,208,NA,25020,NA,NA,6333,6333,6333,6333,PS,26873,21899,29692,0.678,0.7966,NA,NA,NA,3,Proprietary,67.14033979
Daoist Traditions College of Chinese Medical Arts,NC,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,PS,PS,PS,PS,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Proprietary,PS
Total Image Beauty Academy,NJ,0,0,0,0,0,0,0,197,NA,18110,NA,NA,8500,PS,PS,8500,PS,18720,12801,NA,1,1,NA,NA,NA,3,Proprietary,90.11414626
Jersey College,NJ,0,0,0,0,0,0,0,3379,NA,30013,NA,NA,16010,16010,17430,16010,PS,66087,70565,81028,0.6472,0.8286,NA,NA,NA,3,Proprietary,222.6349496
American Institute of Medical Sciences & Education,NJ,0,0,0,0,0,0,0,251,NA,NA,NA,NA,8595,11770,7667,9500,PS,40407,41268,41314,0.1579,0.1579,NA,NA,NA,3,Proprietary,127.1669629
Casal Institute of Nevada,NV,0,0,0,0,0,0,0,317,NA,19055,NA,NA,6333,6333,5500,6333,PS,25293,18944,25551,0.9843,0.8745,NA,NA,NA,3,Proprietary,67.14033979
Career School of NY,NY,0,0,0,0,0,0,0,53,NA,6417,NA,NA,PS,PS,PS,PS,PS,35778,16730,23855,0.5208,0.7083,NA,NA,NA,2,Private Nonprofit,PS
Yeshiva of Machzikai Hadas,NY,0,0,0,0,0,0,0,431,29350,NA,10800,10800,PS,PS,PS,PS,PS,NA,26622,20810,0.9667,0,NA,NA,5600,2,Private Nonprofit,PS
Aveda Institute-Columbus,OH,0,0,0,0,0,0,0,251,NA,24830,NA,NA,6333,6333,5816,6333,PS,30231,21164,24958,0.6477,0.8977,NA,NA,NA,3,Proprietary,67.14033979
Paul Mitchell the School-Cincinnati,OH,0,0,0,0,0,0,0,241,NA,21422,NA,NA,9500,9833,9833,9833,PS,28363,19837,24129,0.6379,0.931,NA,NA,NA,3,Proprietary,132.5208033
Hands on Therapy,TX,0,0,0,0,0,0,0,50,NA,21713,NA,NA,7917,PS,PS,7917,PS,28323,19344,26005,0.8889,0.8333,NA,NA,NA,3,Proprietary,83.93337599
MediaTech Institute-Dallas,TX,0,0,0,0,0,0,0,204,NA,24368,NA,NA,14750,18262,12000,14750,PS,33293,22310,28643,0.5543,0.6196,NA,NA,NA,3,Proprietary,212.0332853
Aveda Arts & Sciences Institute-San Antonio,TX,0,0,0,0,0,0,0,225,NA,23292,NA,NA,7916,7916,7916,7916,PS,32162,17435,25091,0.5455,0.7273,NA,NA,NA,3,Proprietary,83.92277433
Skin Science Institute,UT,0,0,0,0,0,0,0,161,NA,22469,NA,NA,7667,7667,7667,7667,PS,27153,18692,22313,0.5,0.4583,NA,NA,NA,3,Proprietary,81.28295992
Pacific Northwest University of Health Sciences,WA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,PS,PS,PS,PS,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Private Nonprofit,PS
The Chicago School at Anaheim,CA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,9500,10500,11250,10250,NA,56899,60996,65602,NA,NA,NA,NA,NA,2,Private Nonprofit,212.0332853
Fortis College-Dothan,AL,0,0,0,0,0,0,0,127,NA,20016,NA,NA,9262,9500,8466,9396,20800,32754,27217,29754,0.8571,0.7619,NA,NA,NA,3,Proprietary,100.7158105
Fortis Institute-Pensacola,FL,0,0,0,0,0,0,0,626,32147,NA,14754,14754,9109,9500,7667,9122,22400,26652,26586,30478,0.8571,0.9048,NA,NA,5616,3,Proprietary,100.7158105
Fortis College-Montgomery,AL,0,0,0,0,0,0,0,215,NA,25226,NA,NA,9109,9500,7667,9122,22400,26652,26586,30478,0.905,0.7765,NA,NA,NA,3,Proprietary,100.7158105
Woodland Community College,CA,0,0,0,0,0,0,0,2832,11093,NA,1124,6380,PS,PS,PS,PS,NA,40042,NA,NA,0.4863,0,NA,NA,4698,1,Public,PS
Fortis Institute-Birmingham,AL,0,0,0,0,0,0,0,381,32964,NA,14979,14979,9500,10727,9832,9500,28400,32886,33361,37327,0.9079,0.8158,NA,NA,4050,3,Proprietary,130.888147
The Chicago School at Los Angeles,CA,0,0,0,0,0,1,0,284,42000,NA,13224,13224,9500,10500,11250,10250,NA,56899,60996,65602,0.5,1,NA,NA,7504,2,Private Nonprofit,212.0332853
Cardiac and Vascular Institute of Ultrasound,AL,0,0,0,0,0,0,0,51,NA,NA,NA,NA,19160,PS,PS,19156,NA,52669,56081,60003,NA,NA,NA,NA,NA,3,Proprietary,203.1278873
Studio Academy of Beauty,AZ,0,0,0,0,0,0,0,679,NA,21279,NA,NA,6191,6160,5500,6160,PS,27201,22576,25338,0.3672,0.683,NA,NA,NA,3,Proprietary,65.9529534
California Nurses Educational Institute,CA,0,0,0,0,0,0,0,205,NA,24175,NA,NA,16070,PS,PS,14750,PS,46895,44319,46829,0.55,0.495,NA,NA,NA,3,Proprietary,179.6027943
Paul Mitchell the School-Sacramento,CA,0,0,0,0,0,0,0,363,NA,21910,NA,NA,6333,6333,3666,6333,PS,30336,14858,20711,0.5636,0.6636,NA,NA,NA,3,Proprietary,67.14033979
Providence Christian College,CA,0,0,0,0,0,1,0,136,50947,NA,33884,33884,PS,PS,12000,14500,PS,46264,32283,37058,0.2571,0.7429,10986,6461,4524,2,Private Nonprofit,265.0416066
Oxford Academy of Hair Design Inc,CT,0,0,0,0,0,0,0,101,NA,15949,NA,NA,6333,9475,5500,6333,NA,NA,17343,22386,0.6429,0.875,NA,NA,NA,3,Proprietary,67.14033979
Institute of World Politics,DC,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,PS,PS,PS,PS,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Private Nonprofit,PS
Pontifical John Paul II Institute for Studies on Marriage and Family,DC,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,PS,PS,PS,PS,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Private Nonprofit,PS
Medical Institute of Palm Beach,FL,0,0,0,0,0,0,0,115,NA,34167,NA,NA,5617,PS,PS,5975,PS,25811,27023,29178,0.6064,0.5532,NA,NA,NA,3,Proprietary,68.03087959
Oliver Finley Academy of Cosmetology,ID,0,0,0,0,0,0,0,254,NA,24221,NA,NA,6333,6333,6333,6333,PS,26323,20244,22782,0.5234,0.7188,NA,NA,NA,3,Proprietary,67.14033979
National Career College,CA,0,0,0,0,0,0,0,292,NA,31283,NA,NA,8526,PS,PS,8417,NA,19347,25741,33042,0.7526,0.6701,NA,NA,NA,3,Proprietary,91.65138757
Aveda Institute-Chicago,IL,0,0,0,0,0,0,0,93,NA,30896,NA,NA,7917,7917,9833,7917,PS,31369,23486,27618,0.5652,0.6957,NA,NA,NA,3,Proprietary,83.93337599
Tricoci University of Beauty Culture-Libertyville,IL,0,0,0,0,0,0,0,185,NA,23114,NA,NA,7307,7307,5500,7307,NA,35650,20155,27516,1,1,NA,NA,NA,3,Proprietary,77.46636079
Tricoci University of Beauty Culture-Bridgeview,IL,0,0,0,0,0,0,0,416,NA,22175,NA,NA,7307,7307,5782,7307,PS,25671,17891,21766,0.9286,0.9286,NA,NA,NA,3,Proprietary,77.46636079
The Temple-A Paul Mitchell Partner School,MD,0,0,0,0,0,0,0,169,NA,32078,NA,NA,9833,9833,9833,9833,PS,27891,20940,26996,0.3333,0.5833,NA,NA,NA,3,Proprietary,104.2461647
Center for Massage,NC,0,0,0,0,0,0,0,49,NA,20709,NA,NA,PS,PS,PS,6333,PS,19244,15277,22254,0.587,0.6304,NA,NA,NA,3,Proprietary,67.14033979
The Academy of Hair Design LLC,OK,0,0,0,0,0,0,0,55,NA,18720,NA,NA,12598,PS,PS,9833,NA,23567,18438,26742,0.5556,0.6111,NA,NA,NA,3,Proprietary,174.9274604
Toni & Guy Hairdressing Academy-Cranston,RI,0,0,0,0,0,0,0,130,NA,22254,NA,NA,11000,7667,7667,7667,PS,NA,16136,22733,0.4833,0.8167,NA,NA,NA,3,Proprietary,116.6183069
South Texas Training Center,TX,0,0,0,0,0,0,0,160,14714,NA,12370,12370,3500,PS,PS,3500,NA,29384,20374,23679,0.8,1,NA,NA,1330,3,Proprietary,38.9823195
Columbia College,VA,0,0,0,0,0,0,0,182,NA,11910,NA,NA,7723,PS,PS,6035,NA,22160,20404,24109,0.5628,0.0405,NA,NA,NA,3,Proprietary,84.17721427
Vermont College of Fine Arts,VT,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Private Nonprofit,NA
Advanced Welding Institute,VT,0,0,0,0,0,0,0,94,NA,28186,NA,NA,PS,5077,PS,5077,NA,NA,42538,48392,0.3263,0.4947,NA,NA,NA,3,Proprietary,PS
Paul Mitchell the School-Memphis,TN,0,0,0,0,0,0,0,232,NA,25159,NA,NA,9833,9500,9664,9833,PS,25306,17154,19985,0.75,0.9167,NA,NA,NA,3,Proprietary,104.2461647
Pima Medical Institute-East Valley,AZ,0,0,0,0,0,0,0,384,NA,22452,NA,NA,9500,9500,9500,9500,30600,38673,33913,39823,0.299,0.4433,NA,NA,NA,3,Proprietary,100.7158105
Paul Mitchell the School-Cleveland,OH,0,0,0,0,0,0,0,142,NA,20897,NA,NA,9833,9833,9833,9833,NA,31064,19762,26308,0.7083,0.8542,NA,NA,NA,3,Proprietary,104.2461647
Paul Mitchell the School-Columbus,OH,0,0,0,0,0,0,0,143,NA,20850,NA,NA,9833,9833,9833,9833,NA,37609,23746,28371,0.5882,0.8235,NA,NA,NA,3,Proprietary,104.2461647
Empire Beauty School-Spring Lake Park,MN,0,0,0,0,0,0,0,95,NA,20475,NA,NA,7212,7667,9617,7667,20200,23925,18326,23009,0.5926,0.5185,NA,NA,NA,3,Proprietary,137.8216355
MediaTech Institute-Houston,TX,0,0,0,0,0,0,0,73,NA,24023,NA,NA,14750,18262,12000,14750,PS,33293,22310,28643,0.6905,0.7619,NA,NA,NA,3,Proprietary,212.0332853
Miller-Motte College-Raleigh,NC,0,0,0,0,0,0,0,166,NA,25566,NA,NA,10657,11457,9111,10661,28100,31102,25335,31123,0.3286,0.3286,NA,NA,NA,3,Proprietary,168.7466901
Lamson Institute,TX,0,0,0,0,0,0,0,390,NA,28323,NA,NA,7600,7600,5133,7600,37900,38015,35241,41848,0.6721,0.7004,NA,NA,NA,3,Proprietary,83.25486948
College of Hair Design-East Campus,NE,0,0,0,0,0,0,0,117,NA,18333,NA,NA,8000,10580,7952,8031,24700,28376,19303,25845,0.4836,0.7459,NA,NA,NA,3,Proprietary,127.2199712
Fortis College-Salt Lake City,UT,0,0,0,0,0,0,0,438,29150,NA,16255,16255,10000,13000,13000,11501,25800,34509,34137,35925,0.6667,0.697,NA,NA,3375,3,Proprietary,137.8216355
Polytechnic University of Puerto Rico-Miami,FL,0,0,0,0,0,0,0,34,NA,NA,13827,13827,12542,12666,15500,12830,36300,47540,34142,59734,NA,NA,NA,NA,3259,2,Private Nonprofit,239.2159525
Polytechnic University of Puerto Rico-Orlando,FL,0,0,0,0,0,1,0,115,23701,NA,13827,13827,12542,12666,15500,12830,36300,47540,34142,59734,1,0.75,NA,NA,5493,2,Private Nonprofit,239.2159525
Ross Medical Education Center-Fort Wayne,IN,0,0,0,0,0,0,0,72,NA,23896,NA,NA,8019,5500,5500,5500,24600,30072,26250,29587,0.6941,0.8706,NA,NA,NA,3,Proprietary,100.7158105
Ross Medical Education Center-Battle Creek,MI,0,0,0,0,0,0,0,36,NA,24182,NA,NA,9500,5500,5500,7504,22000,30060,24338,27408,0.8857,0.9143,NA,NA,NA,3,Proprietary,100.7158105
Geisinger Commonwealth School of Medicine,PA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,PS,PS,PS,PS,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Private Nonprofit,PS
Josef's School of Hair Skin & Body-Fargo,ND,0,0,0,0,0,0,0,69,NA,17251,NA,NA,6367,6335,5931,6337,25100,27987,27492,30791,0.6944,1,NA,NA,NA,3,Proprietary,83.93337599
Miller-Motte College-McCann-Allentown,PA,0,0,0,0,0,0,0,233,NA,NA,NA,NA,10657,11457,9111,10661,28100,31102,25335,31123,0.3407,0.3259,NA,NA,NA,3,Proprietary,168.7466901
Salon Success Academy-Fontana,CA,0,0,0,0,0,0,0,45,NA,24195,NA,NA,7177,7177,4155,7176,PS,22412,14755,19397,0.5417,0.5417,NA,NA,NA,3,Proprietary,76.08814443
Salon Success Academy-Redlands,CA,0,0,0,0,0,0,0,271,NA,22057,NA,NA,7177,7177,4155,7176,PS,22412,14755,19397,0.5472,0.5094,NA,NA,NA,3,Proprietary,76.08814443
Strayer University-West Virginia,WV,0,0,0,0,0,0,0,288,NA,NA,13515,13515,12667,20636,22364,14000,53500,40092,60341,67616,NA,NA,NA,NA,1035,3,Proprietary,430.6502041
Paul Mitchell the School-Baton Rouge,LA,0,0,0,0,0,0,0,169,NA,20040,NA,NA,9833,9833,9833,9833,21200,25699,16392,21799,0.7273,0.8182,NA,NA,NA,3,Proprietary,104.2461647
San Joaquin Valley College-Hesperia,CA,0,0,0,0,0,0,0,374,NA,29253,NA,NA,10118,9500,9500,9773,33400,38317,32791,38245,0.8541,0.8757,NA,NA,NA,3,Proprietary,113.1621644
South Texas Vocational Technical Institute-Brownsville,TX,0,0,0,0,0,0,0,247,NA,26257,NA,NA,10696,PS,PS,10628,26900,29737,NA,NA,0.7371,0.6959,NA,NA,NA,3,Proprietary,122.9050938
Miller-Motte College-STVT-Corpus Christi,TX,0,0,0,0,0,0,0,320,NA,26807,NA,NA,10657,11457,9111,10661,28100,31102,25335,31123,0.8681,0.8791,NA,NA,NA,3,Proprietary,168.7466901
University of Minnesota-Rochester,MN,0,0,0,0,0,0,0,617,26219,NA,13464,13464,13990,15669,17750,16727,61200,69020,47373,68455,0.3626,0.5497,12882,2306,2306,1,Public,206.7324532
Health And Style Institute,NC,0,0,0,0,0,0,0,1142,NA,40216,NA,NA,5500,5500,5666,5500,PS,23421,19975,24117,0.7113,0.732,NA,NA,NA,3,Proprietary,89.52045306
CBT Technology Institute-Cutler Bay,FL,0,0,0,0,0,0,0,61,24752,NA,13152,13152,8500,8550,9500,8500,28200,29534,35207,37575,1,1,NA,NA,3500,3,Proprietary,90.64422947
Capri Beauty College,IL,0,0,0,0,0,0,0,65,NA,17650,NA,NA,9833,9833,9833,9833,27100,26804,15729,21903,0.3333,0.5238,NA,NA,NA,3,Proprietary,104.2461647
Milan Institute-Bakersfield,CA,0,0,0,0,0,0,0,432,NA,25333,NA,NA,6333,5500,5500,6333,22000,24879,19660,25031,0.8043,0.7668,NA,NA,NA,3,Proprietary,67.14033979
Homestead Schools,CA,0,0,0,0,1,1,0,180,NA,20248,NA,NA,18040,18040,18040,18040,PS,59398,52222,49290,0.4444,0.7778,NA,NA,NA,2,Private Nonprofit,191.2540233
Carrington College-Las Vegas,NV,0,0,0,0,0,0,0,323,NA,34304,NA,NA,9229,9496,9500,9298,27200,36718,31639,35466,0.7692,0.7949,NA,NA,NA,3,Proprietary,100.7158105
Carrington College-Reno,NV,0,0,0,0,0,0,0,463,NA,49213,NA,NA,10716,14167,15908,12094,29700,43731,49486,39678,0.5625,0.6719,NA,NA,NA,3,Proprietary,161.0180769
Chamberlain University-Florida,FL,0,0,0,0,0,0,0,918,40545,NA,19629,19629,16577,15795,17250,16458,60400,92405,83585,95339,1,1,NA,NA,7468,3,Proprietary,221.7762148
Washington Barber College Inc,AR,0,0,0,0,0,0,0,56,NA,21830,NA,NA,PS,PS,PS,13022,NA,8579,12607,15174,1,0.82,NA,NA,NA,3,Proprietary,148.4232997
InterCoast Colleges-Rancho Cordova,CA,0,0,0,0,0,0,0,120,NA,26524,NA,NA,9500,9500,7125,9500,24600,36089,37656,43537,0.5423,0.6219,NA,NA,NA,3,Proprietary,109.3349636
Horizon University,IN,0,0,0,0,0,0,0,40,27996,NA,9840,9840,PS,PS,PS,PS,NA,65875,NA,NA,0.4,0,NA,NA,5089,2,Private Nonprofit,PS
Beyond 21st Century Beauty Academy,CA,0,0,0,0,0,0,0,122,NA,NA,NA,NA,PS,PS,PS,3000,NA,25139,NA,28124,NA,NA,NA,NA,NA,3,Proprietary,PS
Academy for Jewish Religion California,CA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Private Nonprofit,NA
Angeles College,CA,0,0,0,0,0,0,0,365,NA,28709,NA,NA,16000,PS,PS,16000,NA,49108,33021,14706,0.5333,0.5333,NA,NA,NA,3,Proprietary,175.160697
Angeles Institute,CA,0,0,0,0,0,0,0,97,NA,31096,NA,NA,17633,PS,PS,14377,PS,61195,52342,52837,0.6333,0.7333,NA,NA,NA,3,Proprietary,182.7514886
Paul Mitchell the School-Temecula,CA,0,0,0,0,0,0,0,397,NA,34803,NA,NA,10556,10556,10550,10556,NA,22452,14713,23371,0.6594,0.7754,NA,NA,NA,3,Proprietary,136.3161991
TIGI Hairdressing Academy Guilford,CT,0,0,0,0,0,0,0,41,NA,20709,NA,NA,PS,PS,PS,9659,NA,NA,24208,26814,0.5625,0.625,NA,NA,NA,3,Proprietary,PS
International Institute of Cosmetology,CT,0,0,0,0,0,0,0,175,NA,21591,NA,NA,9833,9833,9833,9833,NA,NA,20364,24768,0.551,0.7143,NA,NA,NA,3,Proprietary,104.2461647
Florida School of Traditional Midwifery,FL,0,0,0,0,0,0,0,74,NA,NA,NA,NA,PS,PS,PS,35157,NA,38933,NA,36363,NA,NA,NA,NA,NA,2,Private Nonprofit,PS
Emerald Coast Technical College,FL,0,0,0,0,0,0,0,183,NA,21487,NA,NA,PS,PS,PS,PS,NA,36180,31986,38802,0.3043,0,NA,NA,NA,1,Public,PS
Immokalee Technical College,FL,0,0,0,0,0,0,0,147,NA,9752,NA,NA,PS,PS,PS,PS,NA,37652,25191,38124,0.5476,0,NA,NA,NA,1,Public,PS
American Academy of Cosmetology,FL,0,0,0,0,0,0,0,112,NA,18623,NA,NA,6333,PS,PS,6333,NA,23985,15898,25759,0.5714,0.5833,NA,NA,NA,3,Proprietary,80.97551166
University of Fort Lauderdale,FL,0,0,0,0,0,0,0,193,14929,NA,7410,7410,PS,PS,PS,5500,NA,38062,NA,NA,0.2381,0.1429,NA,NA,3955,2,Private Nonprofit,PS
Aviation Institute of Maintenance-Orlando,FL,0,0,0,0,0,0,0,244,26755,NA,16757,16757,28498,19540,19500,24250,NA,53341,43599,50739,0.6667,0.6667,NA,NA,5614,3,Proprietary,331.8426932
Summit Salon Academy,FL,0,0,0,0,0,0,0,172,NA,24320,NA,NA,7389,8842,9666,7389,NA,27037,19486,25762,0.5769,0.7308,NA,NA,NA,3,Proprietary,78.33569726
Summit Salon Academy-Gainesville,FL,0,0,0,0,0,0,0,145,NA,22989,NA,NA,7667,PS,PS,7667,NA,27856,18238,21355,0.8485,0.697,NA,NA,NA,3,Proprietary,116.6183069
Tenaj Salon Institute,FL,0,0,0,0,0,0,0,77,NA,27149,NA,NA,12015,PS,PS,9500,NA,25196,16880,22202,0.697,0.9394,NA,NA,NA,3,Proprietary,137.8216355
Profile Institute of Barber-Styling,GA,0,0,0,0,0,0,0,38,NA,22763,NA,NA,PS,PS,PS,16500,NA,25629,NA,16888,0.7097,0.7742,NA,NA,NA,3,Proprietary,PS
Keune Academy by 124,GA,0,0,0,0,0,0,0,116,NA,19802,NA,NA,10166,9833,9833,9833,NA,30962,19319,24517,0.5111,0.8667,NA,NA,NA,3,Proprietary,104.2461647
Pacific Rim Christian University,HI,0,0,1,0,1,0,0,95,23502,NA,12380,12380,PS,PS,PS,13616,NA,40523,24225,NA,0.8,0.4,9900,5000,5000,2,Private Nonprofit,PS
Paul Mitchell the School-Twin Falls,ID,0,0,0,0,0,0,0,60,NA,22875,NA,NA,4750,PS,PS,4750,NA,27947,11646,NA,0.9259,1,NA,NA,NA,3,Proprietary,PS
Ambria College of Nursing,IL,0,0,0,0,0,0,0,211,NA,19000,NA,NA,9500,9500,9500,9500,PS,67290,73618,78811,0.5,0.5,NA,NA,NA,3,Proprietary,163.6684929
Midwestern Career College,IL,0,0,0,0,0,0,0,676,NA,18418,NA,NA,7521,7521,8184,7521,NA,36432,34322,35799,0.3861,0.3861,NA,NA,NA,3,Proprietary,79.73511694
Paul Mitchell the School-Normal,IL,0,0,0,0,0,0,0,92,NA,18689,NA,NA,9833,9833,9833,9833,NA,26715,19723,28794,0.4444,0.8889,NA,NA,NA,3,Proprietary,104.2461647
Innovations Design Academy,IL,0,0,0,0,0,0,0,20,NA,13503,NA,NA,PS,PS,PS,9500,NA,NA,NA,24475,0.6818,1,NA,NA,NA,3,Proprietary,PS
Aveda Fredric's Institute-Indianapolis,IN,0,0,0,0,0,0,0,237,NA,25901,NA,NA,7389,7389,9776,7389,NA,31963,24739,31331,0.5405,0.7568,NA,NA,NA,3,Proprietary,78.33569726
Summit Salon Academy,IN,0,0,0,0,0,0,0,138,NA,21723,NA,NA,7389,8245,5500,7389,NA,25337,22301,25030,0.7119,0.8305,NA,NA,NA,3,Proprietary,104.2461647
Eric Fisher Academy,KS,0,0,0,0,0,0,0,135,NA,18848,NA,NA,9339,7227,9339,8986,NA,32858,20504,23997,0.4545,0.7045,NA,NA,NA,3,Proprietary,99.00894257
My Le's Beauty College,LA,0,0,0,0,0,0,0,98,NA,16489,NA,NA,PS,PS,PS,PS,NA,18946,18021,16297,1,0,NA,NA,NA,3,Proprietary,PS
