ST_CASE,YEAR,STATE,COUNTY,FATALS,A_CRAINJ,A_REGION,A_RU,A_INTER,A_RELRD,A_INTSEC,A_ROADFC,A_JUNC,A_MANCOL,A_TOD,A_DOW,A_CT,A_WEATHER,A_LT,A_MC,A_SPCRA,A_PED,A_PED_F,A_PEDAL,A_PEDAL_F,A_ROLL,A_POLPUR,A_POSBAC,A_D15_19,A_D16_19,A_D15_20,A_D16_20,A_D65PLS,A_D21_24,A_D16_24,A_RD,A_HR,A_DIST,A_DROWSY,BIA,SPJ_INDIAN,INDIAN_RES
220246,2021,22,79,1,1,6,1,2,1,2,5,2,3,2,1,2,13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
220247,2021,22,33,1,1,6,2,2,1,2,3,2,3,1,1,2,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
220248,2021,22,19,1,1,6,2,2,4,2,4,2,1,2,1,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2,0,0,0
220249,2021,22,61,1,1,6,1,2,4,2,6,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
220250,2021,22,83,1,1,6,1,2,4,2,4,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
220251,2021,22,69,1,1,6,1,2,4,2,4,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
220252,2021,22,33,1,1,6,2,2,4,2,6,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
220253,2021,22,17,1,1,6,2,2,1,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
220254,2021,22,33,1,1,6,2,1,4,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
220255,2021,22,55,1,1,6,2,2,1,1,5,1,1,2,2,1,13,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
220256,2021,22,33,1,1,6,2,1,3,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
220257,2021,22,71,1,1,6,2,1,1,2,1,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,1,1,2,2,1,2,2,2,2,0,0,0
220258,2021,22,55,1,1,6,2,2,1,2,3,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,0,0,0
220259,2021,22,73,1,1,6,2,2,1,2,3,2,3,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
220260,2021,22,95,1,1,6,1,2,1,2,4,2,3,2,2,2,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
220261,2021,22,69,1,1,6,2,2,1,1,4,1,4,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
220262,2021,22,103,1,1,6,2,2,1,1,2,1,4,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,0,0,0
220263,2021,22,73,1,1,6,2,2,1,2,3,2,4,1,1,3,13,2,2,2,2,2,2,2,1,2,3,2,2,2,2,1,1,1,1,2,2,1,0,0,0
220264,2021,22,31,1,1,6,1,1,1,2,1,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,0,0,0
220265,2021,22,17,1,1,6,2,2,1,1,6,1,5,1,2,3,13,2,2,1,2,2,2,2,2,2,3,1,1,1,1,2,2,1,2,2,2,2,0,0,0
220266,2021,22,33,1,1,6,2,2,1,1,6,1,3,1,1,2,1,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,2,1,2,2,1,2,0,0,0
220267,2021,22,1,2,1,6,1,1,3,2,1,2,3,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,0,0,0
220268,2021,22,103,1,1,6,2,1,1,2,1,3,1,2,1,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,0,0
220269,2021,22,7,2,1,6,2,2,1,2,4,2,3,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
220270,2021,22,7,1,1,6,1,2,1,2,5,2,3,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
220271,2021,22,5,1,1,6,2,2,1,1,4,1,3,1,1,3,2,2,2,1,2,2,2,2,2,2,3,1,1,1,1,2,1,1,1,2,1,2,0,0,0
220272,2021,22,71,1,1,6,2,1,1,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
220273,2021,22,69,1,1,6,1,2,1,2,5,2,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
220274,2021,22,71,2,1,6,2,2,1,1,6,1,1,2,2,1,1,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
220275,2021,22,51,1,1,6,2,2,1,2,6,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
220276,2021,22,71,1,1,6,2,1,1,2,1,2,2,2,2,2,13,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
220277,2021,22,79,1,1,6,2,2,1,2,6,2,1,2,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,0,0,0
220278,2021,22,103,1,1,6,2,2,1,2,3,2,4,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,2,1,2,0,0,0
220279,2021,22,71,1,1,6,2,2,4,2,6,2,1,2,1,1,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
220280,2021,22,29,1,1,6,2,2,1,2,3,2,4,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
220281,2021,22,17,1,1,6,1,1,1,2,1,2,2,1,1,3,1,1,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
220282,2021,22,19,1,1,6,2,2,1,2,3,3,1,2,2,2,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,0,0,0
220283,2021,22,13,1,1,6,1,2,1,2,5,2,4,2,2,2,13,1,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2,2,0,0,0
220284,2021,22,51,1,1,6,2,2,1,2,3,2,4,2,1,2,13,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,1,2,2,0,0,0
220285,2021,22,97,1,1,6,1,2,4,2,4,2,1,2,2,1,2,2,2,1,2,2,2,2,1,1,3,1,1,1,1,2,2,1,1,1,2,2,0,0,0
220286,2021,22,73,1,1,6,2,2,1,1,4,1,4,2,2,3,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,2,2,1,2,0,0,0
220287,2021,22,31,1,1,6,1,2,1,2,3,2,2,1,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
220288,2021,22,19,1,1,6,1,1,1,2,1,2,4,1,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
220290,2021,22,63,1,1,6,1,2,4,2,5,2,1,2,1,1,1,2,2,1,2,2,2,2,1,2,3,1,1,1,1,2,2,1,1,2,2,2,0,0,0
220291,2021,22,33,1,1,6,2,2,4,2,3,2,1,2,2,1,13,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2,0,0,0
220292,2021,22,35,1,1,6,1,2,4,2,5,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,0,0,0
220293,2021,22,119,1,1,6,1,2,1,1,6,1,1,1,2,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,1,2,0,0,0
220294,2021,22,65,1,1,6,1,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
220295,2021,22,71,1,1,6,2,1,4,2,1,2,1,1,2,1,13,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,1,2,2,2,0,0,0
220296,2021,22,33,1,1,6,2,2,3,2,6,2,1,2,2,1,13,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
220297,2021,22,109,2,1,6,2,2,4,2,6,2,1,1,1,1,13,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,0,0,0
220299,2021,22,115,1,1,6,1,2,1,2,4,2,4,1,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
220300,2021,22,51,1,1,6,3,2,1,1,6,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
220301,2021,22,91,1,1,6,1,2,1,2,5,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
220302,2021,22,103,1,1,6,1,1,4,2,1,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
220303,2021,22,79,1,1,6,1,2,1,2,3,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
220304,2021,22,95,1,1,6,2,2,4,2,6,2,1,2,2,1,13,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,0,0,0
220305,2021,22,113,1,1,6,1,2,4,2,6,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
220306,2021,22,51,1,1,6,2,2,4,2,4,2,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
220307,2021,22,63,1,1,6,2,2,1,1,5,1,4,1,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
220308,2021,22,19,1,1,6,2,2,4,2,6,2,1,2,1,1,13,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
220309,2021,22,71,1,1,6,2,2,1,1,3,1,1,3,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
220310,2021,22,15,1,1,6,1,2,4,2,5,2,1,1,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,1,1,2,2,0,0,0
220311,2021,22,77,1,1,6,1,2,4,2,3,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
220312,2021,22,115,1,1,6,1,2,4,2,5,2,1,1,1,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2,0,0,0
220313,2021,22,79,1,1,6,2,2,1,2,3,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
220314,2021,22,23,1,1,6,1,2,4,2,5,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,1,1,2,2,1,1,2,2,2,0,0,0
220315,2021,22,1,1,1,6,1,2,4,2,6,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
220316,2021,22,33,1,1,6,2,2,1,2,6,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
220317,2021,22,15,1,1,6,2,2,4,2,4,2,1,2,2,1,13,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,1,1,1,2,2,2,0,0,0
220318,2021,22,21,1,1,6,1,3,1,2,7,2,1,1,2,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
220319,2021,22,19,1,1,6,2,2,1,1,3,1,4,2,2,3,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
220320,2021,22,33,1,1,6,2,2,1,1,5,1,4,2,1,3,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,0,0,0
220321,2021,22,105,1,1,6,2,2,1,2,6,2,1,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,0,0,0
220322,2021,22,19,1,1,6,2,1,1,2,1,2,1,2,1,2,1,1,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
220323,2021,22,29,2,1,6,1,2,1,2,3,2,3,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
220324,2021,22,105,1,1,6,2,2,1,2,4,2,2,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,0,0,0
220325,2021,22,69,1,1,6,2,2,1,2,3,2,1,2,2,1,13,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,0,0
220326,2021,22,63,1,1,6,1,1,3,2,1,2,1,2,1,1,1,2,2,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,1,2,1,2,0,0,0
220327,2021,22,5,1,1,6,2,2,1,1,3,1,4,2,1,3,1,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,0,0,0
220328,2021,22,81,1,1,6,1,2,4,2,6,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,0,0,0
220329,2021,22,55,1,1,6,2,1,4,2,1,2,1,2,1,1,13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
220330,2021,22,31,1,1,6,1,2,4,2,3,2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2,2,0,0,0
220331,2021,22,103,1,1,6,2,1,4,1,1,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
220332,2021,22,51,1,1,6,2,2,4,2,4,2,1,2,2,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
220333,2021,22,9,1,1,6,1,2,4,2,4,2,1,2,2,1,13,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
220334,2021,22,11,1,1,6,1,2,4,2,4,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
220335,2021,22,19,1,1,6,1,1,4,2,1,2,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
220336,2021,22,45,1,1,6,2,2,1,1,6,1,4,1,1,2,1,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1,2,2,1,2,0,0,0
220337,2021,22,73,1,1,6,2,2,1,1,6,1,4,3,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,0,0,0
220338,2021,22,33,1,1,6,2,2,1,2,3,3,4,2,2,2,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
220339,2021,22,19,1,1,6,1,2,1,1,5,1,3,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
220340,2021,22,33,1,1,6,2,2,1,2,3,3,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,0,0,0
220341,2021,22,19,1,1,6,2,2,1,2,3,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
220342,2021,22,21,1,1,6,1,2,1,1,3,1,4,1,2,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,1,2,0,0,0
220343,2021,22,17,1,1,6,1,2,1,1,6,1,4,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
220344,2021,22,105,1,1,6,1,1,4,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,0,0,0
220345,2021,22,83,1,1,6,1,1,1,2,1,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,0,0,0
220346,2021,22,79,1,1,6,2,1,1,2,1,2,1,2,2,3,1,2,2,2,1,1,2,2,2,2,3,1,1,1,1,2,2,1,2,1,2,2,0,0,0
220347,2021,22,73,1,1,6,1,2,1,2,5,2,3,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,2,1,2,0,0,0
220348,2021,22,17,1,1,6,2,2,1,2,3,2,5,2,1,3,1,2,2,1,2,2,2,2,1,2,3,2,2,1,1,2,2,1,1,2,2,2,0,0,0
220349,2021,22,33,1,1,6,2,2,1,2,6,2,1,2,1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
220351,2021,22,19,1,1,6,2,2,1,1,4,1,4,2,1,2,1,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,2,1,2,1,2,2,0,0,0
220352,2021,22,31,1,1,6,1,2,1,1,5,1,4,1,1,2,13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,0,0,0
220353,2021,22,33,1,1,6,2,2,1,2,6,2,1,2,1,1,13,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,1,1,2,1,2,2,0,0,0
220354,2021,22,109,1,1,6,1,2,4,2,5,2,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,0,0,0
220355,2021,22,71,1,1,6,2,1,1,2,1,2,1,2,1,1,1,1,2,2,1,1,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,0,0,0
220356,2021,22,109,1,1,6,2,2,4,2,4,2,1,1,1,1,13,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
220357,2021,22,51,1,1,6,2,2,4,2,5,2,1,2,2,1,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,0,0,0
220358,2021,22,105,1,1,6,2,2,1,2,4,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
220359,2021,22,71,1,1,6,2,1,1,2,1,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,1,1,1,1,2,2,1,2,2,1,2,0,0,0
220360,2021,22,65,1,1,6,1,2,4,2,5,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
220361,2021,22,77,1,1,6,1,2,4,2,3,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
220362,2021,22,119,1,1,6,2,1,4,2,1,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
220363,2021,22,33,1,1,6,1,2,4,2,6,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
220364,2021,22,19,1,1,6,2,1,3,2,1,2,1,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,0,0,0
220365,2021,22,51,1,1,6,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
220366,2021,22,27,2,1,6,1,2,1,2,4,2,3,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,0,0,0
220367,2021,22,71,1,1,6,2,1,1,2,1,3,5,2,1,2,13,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
220368,2021,22,71,1,1,6,2,2,1,1,4,1,3,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,0,0,0
220369,2021,22,73,1,1,6,1,2,1,2,4,2,4,1,1,3,2,2,1,1,2,2,2,2,2,2,1,2,2,1,1,1,2,1,1,2,2,2,0,0,0
220370,2021,22,73,1,1,6,2,2,1,1,3,1,4,1,1,2,13,2,2,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,1,2,2,2,0,0,0
220371,2021,22,33,1,1,6,2,2,4,2,6,2,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
220372,2021,22,33,1,1,6,2,2,1,2,3,2,1,1,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
220373,2021,22,33,1,1,6,2,2,1,2,3,2,1,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
220374,2021,22,33,1,1,6,2,2,1,1,3,1,1,2,2,1,2,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
220375,2021,22,73,1,1,6,1,2,1,2,5,2,1,2,1,1,13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
220376,2021,22,33,1,1,6,2,1,4,2,1,2,1,2,1,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
220377,2021,22,33,1,1,6,2,1,4,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,0,0,0
220378,2021,22,33,1,1,6,2,2,4,1,3,1,1,2,2,1,13,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2,2,0,0,0
220379,2021,22,63,1,1,6,1,2,4,2,6,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
220380,2021,22,55,1,1,6,2,2,1,2,3,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
220381,2021,22,71,1,1,6,2,2,1,1,6,1,1,2,2,1,1,2,2,1,1,1,2,2,2,2,3,2,2,2,2,2,1,1,2,1,2,2,0,0,0
220382,2021,22,33,1,1,6,2,2,1,1,6,1,4,1,1,2,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,1,2,2,2,1,1,2,0,0,0
220383,2021,22,37,1,1,6,1,2,1,2,5,3,1,2,2,1,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
220384,2021,22,71,3,1,6,2,2,4,1,6,1,1,2,2,1,99,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
220385,2021,22,71,1,1,6,2,2,1,1,3,1,1,2,2,1,1,2,2,2,2,2,1,1,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
220386,2021,22,71,1,1,6,1,1,1,2,1,2,5,2,2,3,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,0,0,0
220387,2021,22,73,1,1,6,2,2,1,2,6,3,1,1,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
220388,2021,22,73,1,1,6,2,2,1,1,3,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,0,0
220389,2021,22,79,1,1,6,1,2,4,2,5,2,1,2,2,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
220390,2021,22,103,1,1,6,2,1,4,2,1,2,1,2,1,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2,0,0,0
220391,2021,22,33,1,1,6,2,2,1,2,6,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,0,0
220392,2021,22,31,1,1,6,1,2,1,2,6,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,0,0,0
220393,2021,22,61,3,1,6,1,2,4,2,6,2,1,1,1,1,13,2,2,1,2,2,2,2,2,2,3,1,1,1,1,2,2,1,1,2,2,2,0,0,0
220394,2021,22,17,1,1,6,2,1,4,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
220395,2021,22,3,1,1,6,1,2,4,2,6,2,1,2,2,1,13,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
220396,2021,22,79,1,1,6,1,2,1,2,5,2,1,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,1,1,2,2,2,0,0,0
220397,2021,22,9,1,1,6,1,2,1,2,4,2,3,1,1,3,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,0,0,0
220398,2021,22,5,1,1,6,2,2,1,2,4,2,3,2,2,2,1,2,2,1,2,2,2,2,1,2,1,1,1,1,1,2,1,1,1,2,2,2,0,0,0
220399,2021,22,31,1,1,6,2,2,1,1,3,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
220400,2021,22,73,1,1,6,2,2,1,2,4,2,4,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,0,0,0
220401,2021,22,33,1,1,6,2,2,1,1,3,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,0,0,0
220402,2021,22,33,1,1,6,2,2,1,2,3,3,3,2,2,3,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,0,0,0
220403,2021,22,101,1,1,6,2,2,1,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,0,0
220404,2021,22,79,1,1,6,1,1,2,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,0,0,0
220405,2021,22,69,1,1,6,1,1,1,2,1,2,2,2,1,2,6,2,2,2,2,2,2,2,1,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
220406,2021,22,47,1,1,6,1,2,1,2,5,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
220407,2021,22,33,1,1,6,1,2,1,2,5,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
